Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2020,Toyota Fortuner 2.8 2WD MT,"1,30,000",Diesel,Manual,34.50,"Nandanam, Chennai"
2018,Mahindra XUV500 AT W10 1.99 mHawk,"1,00,224",Diesel,Automatic,11.12,"Thiruverkadu, Chennai"
2019,Hyundai Creta 1.6 SX Automatic,"86,101",Petrol,Automatic,9.49,"Vadapalani, Chennai"
2019,Maruti Swift VXI,"34,500",Petrol,Manual,5.85,"Chromepet, Chennai"
2015,Honda Jazz 1.2 V i VTEC,"1,32,000",Petrol,Manual,3.90,"Koyambedu, Chennai"
2021,Maruti Vitara Brezza VXI AT,"55,591",Petrol,Automatic,7.92,"Ganapathipuram, Chennai"
2018,Volkswagen Polo 1.2 MPI Highline Plus,"1,15,588",Petrol,Manual,5.90,"Meenambakkam, Chennai"
2021,Hyundai Creta E Diesel BSVI,"82,000",Diesel,Manual,11.60,"Anna Nagar West Extension, Chennai"
2017,Maruti Baleno 1.2 Alpha,"89,729",Petrol,Manual,5.14,"Thiruverkadu, Chennai"
2021,Skoda Kushaq 1.5 TSI Style BSVI,"47,000",Petrol,Manual,14.45,"Anna Nagar, Chennai"
2015,Maruti Celerio VXI AT,"55,000",Petrol,Automatic,3.55,"Ashoknagar, Chennai"
2021,Mercedes-Benz GLS 400d 4MATIC BSVI,"52,000",Diesel,Automatic,1.13 Crore,"Thygaraya Nagar, Chennai"
2016,Maruti Wagon R VXI,"78,000",Petrol,Manual,3.75,"Koyambedu, Chennai"
2014,Renault Duster 85PS Diesel RxE,"86,000",Diesel,Manual,4.90,"Medavakkam, Chennai"
2014,Honda Amaze S AT i-Vtech,"50,000",Petrol,Automatic,4.30,"Thygaraya Nagar, Chennai"
2018,Volkswagen Polo 1.0 MPI Highline Plus,"42,920",Petrol,Manual,5.98,"Vadapalani, Chennai"
2018,Toyota Fortuner 2.8 2WD MT BSIV,"1,37,297",Diesel,Manual,27,"Anna Nagar West Extension, Chennai"
2018,Honda City i-VTEC CVT V,"94,942",Petrol,Automatic,6.59,"Thiruverkadu, Chennai"
2016,Honda Amaze S Petrol,"67,924",Petrol,Manual,4.75,"Meenambakkam, Chennai"
2018,Maruti Ciaz Delta BSVI,"30,417",Petrol,Manual,7.25,"Meenambakkam, Chennai"
2020,Maruti Ciaz Delta AT BSVI,"51,745",Petrol,Automatic,7.96,"Thiruverkadu, Chennai"
2017,Volkswagen Vento 1.2 Highline Plus AT 16 Alloy,"41,686",Petrol,Automatic,6.46,"Thiruverkadu, Chennai"
2020,Volkswagen Vento 1.0 TSI Highline,"62,000",Petrol,Manual,7.99,"Anna Nagar West Extension, Chennai"
2018,BMW 3 Series GT Luxury Line,"55,000",Diesel,Automatic,36,"Thygaraya Nagar, Chennai"
2019,Mercedes-Benz C-Class Progressive C 220d,"10,000",Diesel,Automatic,37,"Thygaraya Nagar, Chennai"
2018,Honda City i-VTEC CVT V,"72,686",Petrol,Automatic,6.78,"Vadapalani, Chennai"
2018,Honda WR-V i-DTEC VX,"1,13,579",Diesel,Manual,6.80,"Anna Nagar, Chennai"
2015,Honda City i DTEC SV,"89,400",Diesel,Manual,5.60,"Chromepet, Chennai"
2020,Hyundai Creta SX Opt Turbo BSVI,"88,502",Petrol,Automatic,11.65,"Thiruverkadu, Chennai"
2017,Ford Ecosport 1.5 TDCi Titanium BSIV,"63,319",Diesel,Manual,6.15,"Ganapathipuram, Chennai"
2019,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,"63,000",Petrol,Automatic,8.25,"Medavakkam, Chennai"
2021,MG Hector Sharp Diesel MT,"90,000",Diesel,Manual,16,"Ashoknagar, Chennai"
2019,Hyundai Elantra 2.0 SX Option AT,"39,000",Petrol,Automatic,11.75,"Thygaraya Nagar, Chennai"
2015,Honda City i VTEC SV,"87,877",Petrol,Manual,4.74,"Thiruverkadu, Chennai"
2020,Kia Sonet GTX Plus Diesel BSVI,"38,470",Diesel,Manual,10.95,"Thiruverkadu, Chennai"
2020,Maruti Baleno Zeta,"20,027",Petrol,Manual,8.50,"MEENAMBAKKAM, Chennai"
2015,Honda Amaze SX i-DTEC,"39,000",Diesel,Manual,4.80,"Koyambedu, Chennai"
2020,Jaguar F-Pace Prestige 2.0 AWD,"17,000",Diesel,Automatic,55,"Thygaraya Nagar, Chennai"
2019,BMW 5 Series 530d M Sport,"45,000",Diesel,Automatic,45,"Thygaraya Nagar, Chennai"
2016,BMW 3 Series GT Sport,"63,000",Diesel,Automatic,23.50,"Thygaraya Nagar, Chennai"
2019,Honda City i-VTEC CVT ZX,"55,266",Petrol,Automatic,8.39,"Thiruverkadu, Chennai"
2020,Honda Jazz ZX CVT,"46,861",Petrol,Automatic,6.99,"Ganapathipuram, Chennai"
2017,Jaguar XF 2.0 Diesel Portfolio,"32,000",Diesel,Automatic,35,"Ashoknagar, Chennai"
2021,Hyundai i20 Sportz IVT DT,"45,528",Petrol,Automatic,7.09,"Ganapathipuram, Chennai"
2019,Mercedes-Benz C-Class Progressive C 220d,"20,000",Diesel,Automatic,32,"Thygaraya Nagar, Chennai"
2016,Mahindra XUV500 W10 AWD,"76,000",Diesel,Manual,10.25,"Medavakkam, Chennai"
2018,Volkswagen Polo 1.0 MPI Comfortline,"93,319",Petrol,Manual,5.17,"Thiruverkadu, Chennai"
2021,Hyundai Creta SX BSVI,"82,990",Petrol,Manual,10.40,"Thiruverkadu, Chennai"
2020,BMW X5 xDrive 30d xLine,"43,000",Diesel,Automatic,79,"Thygaraya Nagar, Chennai"
2017,Nissan Micra XV CVT,"71,076",Petrol,Automatic,4.24,"Ganapathipuram, Chennai"
2017,BMW 5 Series 520d Luxury Line,"30,000",Diesel,Automatic,39.50,"Thygaraya Nagar, Chennai"
2013,Renault Scala Diesel RxL,"1,10,000",Diesel,Manual,3.50,"Anna Nagar, Chennai"
2016,Audi Q3 35 TDI Quattro Technology,"55,000",Diesel,Automatic,19.50,"Thygaraya Nagar, Chennai"
2019,Volkswagen Vento 1.2 TSI Highline Plus AT,"43,955",Petrol,Automatic,8.10,"Thiruverkadu, Chennai"
2019,Maruti Vitara Brezza ZDi AMT,"90,000",Diesel,Automatic,9,"Ashoknagar, Chennai"
2017,Honda City i DTec E,"70,453",Diesel,Manual,9.35,"Chromepet, Chennai"
2018,Mahindra XUV500 W11 FWD Diesel,"1,25,000",Diesel,Manual,12.50,"Ashoknagar, Chennai"
2017,Honda Jazz 1.2 VX i VTEC,"71,634",Petrol,Manual,4.86,"Vadapalani, Chennai"
2021,Honda City ZX MT,"69,280",Petrol,Manual,9.63,"Ganapathipuram, Chennai"
2016,Hyundai Creta 1.6 VTVT SX Plus,"21,000",Petrol,Manual,8.20,"Medavakkam, Chennai"
2013,Maruti Swift Dzire LDI,"70,716",Diesel,Manual,4.75,"Chromepet, Chennai"
2015,Nissan Sunny XL,"62,075",Petrol,Manual,3.85,"Porur, Chennai"
2016,Mahindra XUV500 W10 2WD,"1,25,000",Diesel,Manual,11.50,"Ashoknagar, Chennai"
2016,Volkswagen Polo 1.2 MPI Highline,"56,512",Petrol,Manual,4.57,"Ganapathipuram, Chennai"
2015,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,"1,20,000",Diesel,Manual,13.75,"Triplicane, Chennai"
2016,Honda Jazz 1.2 SV i VTEC,"93,449",Petrol,Manual,5.20,"MEENAMBAKKAM, Chennai"
2020,Toyota Innova Crysta 2.4 VX 8 STR,"59,000",Diesel,Manual,22.50,"Thygaraya Nagar, Chennai"
2018,Mini Cooper Countryman Cooper S JCW Inspired,"35,000",Petrol,Automatic,36,"Thygaraya Nagar, Chennai"
2019,Mercedes-Benz GLS 350d 4MATIC,"85,000",Diesel,Automatic,66,"Thygaraya Nagar, Chennai"
2020,Toyota Innova Crysta 2.4 VX MT,"1,50,000",Diesel,Manual,21,"Ashoknagar, Chennai"
2016,Volkswagen Vento 1.5 TDI Comfortline,"90,000",Diesel,Manual,5.90,"Anna Nagar West Extension, Chennai"
2017,BMW X6 xDrive 40d M Sport,"85,000",Diesel,Automatic,55,"Medavakkam, Chennai"
2018,Mercedes-Benz GLC 220d Celebration Edition,"45,000",Diesel,Automatic,37.50,"Thygaraya Nagar, Chennai"
2015,Audi A4 35 TDI Premium,"1,15,000",Diesel,Automatic,11.50,"Ashoknagar, Chennai"
2016,Volvo XC 90 D5 Inscription,"1,20,000",Diesel,Automatic,36,"Ashoknagar, Chennai"
2017,Volvo XC 90 D5 Momentum,"47,000",Diesel,Automatic,41.50,"Thygaraya Nagar, Chennai"
2012,Mercedes-Benz GL-Class 350 CDI Luxury,"70,000",Diesel,Automatic,19.50,"Ashoknagar, Chennai"
2019,MG Hector Sharp DCT,"52,000",Petrol,Automatic,14,"Rajajinagar, Chennai"
2022,Renault KWID 1.0 RXT AMT BSVI,"26,871",Petrol,Automatic,4.78,"Ganapathipuram, Chennai"
2024,Kia Carens Luxury Plus Diesel,"15,000",Diesel,Manual,20.90,"Anna Nagar West Extension, Chennai"
2022,Maruti Baleno Alpha CVT,"5,000",Petrol,Automatic,9.25,"Medavakkam, Chennai"
2016,Hyundai Grand i10 Magna,"45,142",Petrol,Manual,3.72,"Ganapathipuram, Chennai"
2022,Hyundai Creta SX Diesel,"23,000",Diesel,Manual,15.30,"Thygaraya Nagar, Chennai"
2022,Renault KWID CLIMBER AMT BSVI,"19,397",Petrol,Automatic,5.03,"Vadapalani, Chennai"
2017,Maruti Celerio ZXI Optional AMT BSIV,"36,000",Petrol,Automatic,4.65,"Thygaraya Nagar, Chennai"
2018,Maruti Celerio VXI AMT BSIV,"39,382",Petrol,Automatic,4.60,"Chromepet, Chennai"
2022,Hyundai Verna S Plus,"11,000",Petrol,Manual,9.99,"Thygaraya Nagar, Chennai"
2023,Hyundai i20 Asta Opt Turbo DCT,"10,000",Petrol,Automatic,10.90,"Thygaraya Nagar, Chennai"
2020,Maruti Wagon R ZXI AMT 1.2,"90,908",Petrol,Automatic,4.88,"Thiruverkadu, Chennai"
2020,Hyundai Aura SX Plus AMT,"67,319",Petrol,Automatic,5.19,"Vadapalani, Chennai"
2015,Maruti Celerio ZXI AMT,"99,015",Petrol,Automatic,3.07,"Vadapalani, Chennai"
2017,Hyundai Grand i10 1.2 Kappa Asta,"29,925",Petrol,Manual,4.83,"Vadapalani, Chennai"
2021,Mahindra XUV500 W11 Option,"68,000",Diesel,Manual,16.90,"Medavakkam, Chennai"
2021,Maruti S-Presso VXI 2019-2022,"22,800",Petrol,Manual,4.90,"Anna Nagar, Chennai"
2022,Maruti Wagon R VXI AMT,"41,000",Petrol,Automatic,5.85,"Medavakkam, Chennai"
2020,Maruti Swift ZXI Plus AMT,"31,803",Petrol,Automatic,6.34,"Vadapalani, Chennai"
2020,Hyundai i20 Asta Opt,"9,000",Petrol,Manual,7.70,"Thygaraya Nagar, Chennai"
2020,Maruti Celerio ZXI Optional,"26,000",Petrol,Manual,5.25,"Anna Nagar, Chennai"
2018,Honda City i-VTEC SV,"78,691",Petrol,Manual,6.30,"Vadapalani, Chennai"
2020,Tata Tigor 1.2 Revotron XM,"92,454",Petrol,Manual,4.24,"Thiruverkadu, Chennai"
2021,Tata Tiago XZA AMT,"72,000",Petrol,Automatic,5.90,"Medavakkam, Chennai"
2014,Maruti Celerio VXI AMT,"66,959",Petrol,Automatic,3.01,"Thiruverkadu, Chennai"
2023,Maruti Wagon R ZXI Plus,"3,400",Petrol,Manual,7.25,"Medavakkam, Chennai"
2019,Maruti Celerio VXI MT BSIV,"58,000",Petrol,Manual,4.29,"Koyambedu, Chennai"
2019,Hyundai Venue SX Plus Turbo DCT BSIV,"28,000",Petrol,Automatic,7.50,"Thygaraya Nagar, Chennai"
2022,Jeep Compass 2.0 Model S Opt,"12,000",Diesel,Manual,22.50,"Thygaraya Nagar, Chennai"
2019,Tata Tiago XM,"36,530",Petrol,Manual,4.16,"Thiruverkadu, Chennai"
2022,Kia Carnival Limousine Plus,"65,000",Diesel,Automatic,35,"Thygaraya Nagar, Chennai"
2020,Toyota Glanza G,"16,000",Petrol,Manual,7.25,"Thygaraya Nagar, Chennai"
2022,Maruti Ertiga ZXI,"32,977",Petrol,Manual,11.25,"Anna Nagar, Chennai"
2022,Maruti Celerio ZXI,"54,879",Petrol,Manual,4.54,"Ganapathipuram, Chennai"
2022,Maruti S-Presso VXI Opt CNG,"48,339",CNG,Manual,4.64,"Ganapathipuram, Chennai"
2019,Hyundai Santro Era,"78,513",Petrol,Manual,3.37,"Vadapalani, Chennai"
2021,Hyundai Grand i10 Nios Sportz,"5,000",Petrol,Manual,6.90,"Medavakkam, Chennai"
2012,Honda Brio V MT,"68,000",Petrol,Manual,3.25,"Thygaraya Nagar, Chennai"
2018,Hyundai Santro Magna AMT BSIV,"33,155",Petrol,Automatic,4.31,"Thiruverkadu, Chennai"
2021,Hyundai Grand i10 Nios Sportz Dual Tone,"56,460",Petrol,Manual,4.92,"Thiruverkadu, Chennai"
2020,Kia Seltos GTX Plus Diesel AT,"25,000",Diesel,Automatic,15.30,"Thygaraya Nagar, Chennai"
2023,Toyota Innova Hycross ZX(O) Hybrid,"10,000",Petrol,Automatic,37.50,"Thygaraya Nagar, Chennai"
2018,Maruti Celerio VXI AMT,"79,541",Petrol,Automatic,4.08,"Thiruverkadu, Chennai"
2021,Hyundai i20 Sportz Turbo iMT,"33,636",Petrol,Manual,6.97,"Thiruverkadu, Chennai"
2016,Hyundai Grand i10 Asta Option AT,"15,368",Petrol,Automatic,4.72,"Thiruverkadu, Chennai"
2018,Hyundai Creta 1.6 VTVT E,"55,969",Petrol,Manual,7.30,"Anna Nagar, Chennai"
2022,Renault KWID CLIMBER BSVI,"32,644",Petrol,Manual,5.07,"Thiruverkadu, Chennai"
2018,Ford Aspire 1.5 Ti-VCT Titanium,"48,593",Petrol,Automatic,4.90,"Chromepet, Chennai"
2021,Maruti Celerio VXI BSVI,"63,908",Petrol,Manual,4.52,"Ganapathipuram, Chennai"
2020,Maruti Alto 800 LXI,"47,000",Petrol,Manual,3.90,"Medavakkam, Chennai"
2021,Renault KWID Climber 1.0 AMT Opt,"42,761",Petrol,Automatic,4.34,"Vadapalani, Chennai"
2021,Renault KWID 1.0 RXT Opt,"38,326",Petrol,Manual,3.92,"Thiruverkadu, Chennai"
2015,Maruti Alto K10 VXI AMT,"39,500",Petrol,Automatic,3.45,"Anna Nagar West Extension, Chennai"
2022,Tata Harrier XZA Plus AT BSVI,"80,000",Diesel,Automatic,18.10,"Anna Nagar West Extension, Chennai"
2020,Maruti Ciaz Alpha AT,"40,000",Petrol,Automatic,8.40,"Thygaraya Nagar, Chennai"
2018,Hyundai Verna VTVT 1.6 SX,"62,731",Petrol,Manual,7.11,"Ganapathipuram, Chennai"
2018,Maruti Swift LXI BSIV,"20,000",Petrol,Manual,5.50,"Anna Nagar, Chennai"
2015,Hyundai i20 Asta Option 1.4 CRDi,"40,000",Diesel,Manual,6.20,"Anna Nagar, Chennai"
2021,Hyundai Venue SX Opt iMT,"30,944",Petrol,Manual,8.69,"Ganapathipuram, Chennai"
2022,Mahindra Thar LX 4WD Convert Top Diesel AT BSVI,"56,000",Diesel,Automatic,13.80,"Anna Nagar, Chennai"
2020,Maruti Swift AMT ZXI,"40,000",Petrol,Automatic,6.90,"Medavakkam, Chennai"
2017,Honda Brio 1.2 S MT,"66,295",Petrol,Manual,4.15,"Chromepet, Chennai"
2020,Maruti Alto 800 VXI BSVI,"93,690",Petrol,Manual,3.35,"Thiruverkadu, Chennai"
2021,Maruti S-Presso VXI,"43,305",Petrol,Manual,4.50,"Chromepet, Chennai"
2022,Hyundai Verna SX Opt Turbo,"26,000",Petrol,Automatic,12.90,"Anna Nagar, Chennai"
2017,Honda Jazz 1.2 V AT i VTEC,"80,180",Petrol,Automatic,4.91,"Ganapathipuram, Chennai"
2023,Maruti Swift Dzire VXI,"22,000",Petrol,Manual,7,"Koyambedu, Chennai"
2019,Hyundai Santro Sportz AMT BSIV,"31,734",Petrol,Automatic,4.35,"Thiruverkadu, Chennai"
2021,Volkswagen Polo 1.0 MPI Trendline,"26,237",Petrol,Manual,5.39,"Ganapathipuram, Chennai"
2016,Ford Ecosport 1.5 Ti VCT MT Titanium BSIV,"87,148",Petrol,Manual,4.80,"Thiruverkadu, Chennai"
2020,Tata Tigor XZ BSVI,"68,000",Petrol,Manual,4.55,"Koyambedu, Chennai"
2017,Hyundai Grand i10 1.2 Kappa Sportz Option,"88,764",Petrol,Manual,3.89,"Ganapathipuram, Chennai"
2023,Mahindra Bolero Neo N10 R BSVI,"40,000",Diesel,Manual,11.50,"Medavakkam, Chennai"
2020,Hyundai Creta 1.6 SX,"37,000",Petrol,Manual,12.75,"Thygaraya Nagar, Chennai"
2017,Honda City i-VTEC CVT V,"61,383",Petrol,Automatic,6.49,"Vadapalani, Chennai"
2017,Mahindra KUV 100 NXT G80 K4 Plus,"61,561",Petrol,Manual,3.67,"Thiruverkadu, Chennai"
2021,BMW X1 sDrive20d xLine,"46,000",Diesel,Automatic,33.75,"Thygaraya Nagar, Chennai"
2017,Maruti Swift LXI Optional-O,"35,256",Petrol,Manual,5.45,"Chromepet, Chennai"
2021,Mahindra XUV500 W11 Option,"80,000",Diesel,Manual,14,"Ashoknagar, Chennai"
2021,Volkswagen Taigun 1.0 TSI Highline BSVI,"23,922",Petrol,Manual,9.54,"Vadapalani, Chennai"
2015,Honda Jazz S,"46,985",Petrol,Manual,4.80,"Meenambakkam, Chennai"
2018,Maruti Vitara Brezza ZDi Plus AMT,"88,000",Diesel,Automatic,8,"Ashoknagar, Chennai"
2023,Hyundai Venue SX Opt Diesel BSVI,"42,000",Diesel,Manual,12.90,"Medavakkam, Chennai"
2016,Maruti Baleno 1.2 CVT Zeta,"74,278",Petrol,Automatic,4.71,"Ganapathipuram, Chennai"
2013,Mahindra XUV500 W8 FWD,"1,14,256",Diesel,Manual,7.35,"Chromepet, Chennai"
2018,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,"82,000",Petrol,Automatic,6.90,"Anna Nagar West Extension, Chennai"
2020,Toyota Fortuner 2.8 2WD MT,"1,33,000",Diesel,Manual,29.50,"Ashoknagar, Chennai"
2015,Maruti Wagon R VXI BS IV,"77,433",Petrol,Manual,3.52,"Vadapalani, Chennai"
2015,Maruti Swift VXI,"63,938",Petrol,Manual,4.75,"Chromepet, Chennai"
2022,Skoda Slavia 1.5 TSI Style AT,"30,000",Petrol,Automatic,15.90,"Medavakkam, Chennai"
2017,Maruti Swift Dzire AMT ZDI Plus,"80,000",Diesel,Automatic,6.50,"Anna Nagar West Extension, Chennai"
2023,Tata Altroz XZ Diesel,"16,000",Diesel,Manual,9.90,"Medavakkam, Chennai"
2020,Mercedes-Benz GLC 200,"52,000",Petrol,Automatic,37,"Thygaraya Nagar, Chennai"
2021,Hyundai Creta SX Diesel AT BSVI,"70,000",Diesel,Automatic,15.50,"Ashoknagar, Chennai"
2012,Maruti Ritz LDi,"1,13,666",Diesel,Manual,3.30,"Anna Nagar, Chennai"
2014,Maruti Swift ZDi,"1,25,876",Diesel,Manual,4.80,"Meenambakkam, Chennai"
2016,BMW 3 Series 320d,"1,30,000",Diesel,Automatic,13.50,"Ashoknagar, Chennai"
2015,Mercedes-Benz E-Class AMG E63 S,"88,000",Petrol,Automatic,17,"Ashoknagar, Chennai"
2020,Hyundai Creta SX Opt Turbo BSVI,"24,000",Petrol,Automatic,15,"Medavakkam, Chennai"
2018,Renault Duster 85PS Diesel RxS,"84,000",Diesel,Manual,7.50,"Thygaraya Nagar, Chennai"
2015,Volkswagen Vento 1.2 TSI Highline AT,"60,001",Petrol,Automatic,6.30,"Anna Nagar, Chennai"
2018,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,"56,000",Petrol,Automatic,7.50,"Medavakkam, Chennai"
2022,Toyota Camry 2.5 Hybrid BSVI,"40,000",Petrol,Automatic,34.75,"Thygaraya Nagar, Chennai"
2019,Hyundai Grand i10 1.2 Kappa Magna BSIV,"88,265",Petrol,Manual,4.20,"Vadapalani, Chennai"
2018,Maruti Swift Dzire AMT ZXI,"47,618",Petrol,Automatic,5.84,"Vadapalani, Chennai"
2016,Volkswagen Vento 1.2 TSI Highline AT,"70,000",Petrol,Automatic,6,"Thygaraya Nagar, Chennai"
2016,Ford Endeavour Titanium Plus 4X4,"2,20,000",Diesel,Automatic,18.50,"Ashoknagar, Chennai"
2020,Renault KWID Climber 1.0 MT,"41,000",Petrol,Manual,4.35,"Anna Nagar, Chennai"
2012,Hyundai i10 Sportz,"51,000",Petrol,Manual,3.25,"Anna Nagar, Chennai"
